title|category|lat|lng
鎌倉駅|railwaystation|35.3190277778|139.550416667
鎌倉駅|railwaystation|35.3185|139.550083333
横浜高速鉄道|railwaystation|35.4417222222|139.651472222
都市再生機構||35.4501388889|139.635111111
大井競馬場||35.5934444444|139.743305556
岩木山|mountain|40.6558333333|140.303055556
八幡平|mountain|39.9577777778|140.854166667
新千歳空港||42.775|141.692222222
最高裁判所 (日本)|landmark|35.68|139.743888889
マサチューセッツ工科大学|landmark|42.3597222222|-71.0922222222
アメリカ国家安全保障局|landmark|39.1077777778|-76.7708333333
東京競馬場||35.6622222222|139.485555556
YRP野比駅||35.2121111111|139.685
府中駅 (東京都)||35.6721111111|139.480555556
東府中駅||35.6688888889|139.495277778
分倍河原駅|railwaystation|35.6685555556|139.468722222
大崎駅||35.6197222222|139.728555556
藤沢駅|railwaystation|35.3388888889|139.487222222
藤沢駅|railwaystation|35.3386111111|139.4875
藤沢駅|railwaystation|35.3372222222|139.487222222
大宮駅 (埼玉県)||35.9062777778|139.623833333
大宮駅 (埼玉県)||35.9076|139.624444444
大宮駅 (埼玉県)||35.9069166667|139.622805556
藤沢本町駅|railwaystation|35.3480555556|139.476111111
東京大学物性研究所||35.9018888889|139.937083333
小田原駅|railwaystation|35.2563888889|139.154861111
小田原駅|railwaystation|35.25625|139.15625
小田原駅|railwaystation|35.2558333333|139.155555556
小田原駅|railwaystation|35.2563888889|139.155416667
桜木町駅|railwaystation|35.4509166667|139.631055556
桜木町駅|railwaystation|35.4502777778|139.630277778
桜木町駅|railwaystation|35.4508333333|139.630833333
阿蘇山||32.8841666667|131.103888889
目黒駅|railwaystation|35.6340277778|139.715833333
目黒駅|railwaystation|35.6333333333|139.715555556
恵比寿駅|railwaystation|35.6466666667|139.710138889
恵比寿駅|railwaystation|35.6473611111|139.709027778
原宿駅|railwaystation|35.6701666667|139.702694444
代々木駅|railwaystation|35.6830555556|139.702083333
代々木駅|railwaystation|35.683|139.701722222
エルサレム|city|31.7833333333|35.2166666667
エルサレム||31.7833333333|35.2166666667
マカオ||22.1666666667|113.55
国分寺駅|railwaystation|35.70025|139.48025
国分寺駅|railwaystation|35.7006111111|139.479666667
西国分寺駅|railwaystation|35.6997777778|139.465722222
国立駅|railwaystation|35.699|139.446388889
アテネ||37.9666666667|23.7166666667
デルポイ|landmark|38.4833333333|22.5
パルテノン神殿||37.97025|23.72247
新大久保駅|railwaystation|35.7013055556|139.700055556
高田馬場駅|railwaystation|35.7122222222|139.70375
高田馬場駅|railwaystation|35.7130555556|139.704055556
高田馬場駅|railwaystation|35.7136944444|139.704111111
目白駅|railwaystation|35.7211944444|139.706583333
初台駅||35.68125|139.686388889
福島駅 (福島県)||37.7540944444|140.460294444
福島駅 (福島県)||37.7556777778|140.460030556
政令指定都市||43.0621305556|141.354411111
大塚駅 (東京都)|railwaystation|35.7318333333|139.728055556
大塚駅 (東京都)|railwaystation|35.7315833333|139.729333333
巣鴨駅|railwaystation|35.7334722222|139.739333333
巣鴨駅|railwaystation|35.7337777778|139.738194444
駒込駅|railwaystation|35.7364722222|139.746861111
駒込駅|railwaystation|35.7363888889|139.746611111
田端駅|railwaystation|35.7380555556|139.760833333
金剛峯寺|landmark|34.2140805556|135.584091667
町田駅|railwaystation|35.5419444444|139.445555556
町田駅|railwaystation|35.5441666667|139.445277778
中山競馬場||35.7259166667|139.962416667
日暮里駅|railwaystation|35.7277777778|139.770972222
日暮里駅|railwaystation|35.7281111111|139.77125
日暮里駅|railwaystation|35.7288888889|139.771305556
鶯谷駅|railwaystation|35.7205|139.778833333
御徒町駅|railwaystation|35.7074166667|139.774638889
神田駅 (東京都)|railwaystation|35.6916666667|139.770833333
神田駅 (東京都)|railwaystation|35.69375|139.770888889
有楽町駅|railwaystation|35.6750555556|139.763333333
有楽町駅|railwaystation|35.6756944444|139.763333333
新橋駅|railwaystation|35.6663888889|139.758055556
新橋駅|railwaystation|35.6674166667|139.758472222
新橋駅|railwaystation|35.6652777778|139.75925
新橋駅|railwaystation|35.6655|139.759638889
浜松町駅|railwaystation|35.655|139.756944444
浜松町駅|railwaystation|35.6556388889|139.75675
田町駅 (東京都)|railwaystation|35.6457222222|139.747583333
松江イングリッシュガーデン前駅|railwaystation|35.4774388889|133.003841667
川崎駅|railwaystation|35.5313888889|139.696944444
名古屋市||35.1814444444|136.9065
新横浜駅|railwaystation|35.5068055556|139.616944444
新横浜駅|railwaystation|35.5083333333|139.617916667
長津田駅|railwaystation|35.5316666667|139.495277778
長津田駅|railwaystation|35.5319444444|139.494444444
代々木上原駅|railwaystation|35.6690277778|139.679722222
三鷹駅|railwaystation|35.7026944444|139.560833333
テルアビブ||32.0833333333|34.8
相模大野駅|railwaystation|35.5319444444|139.437777778
西船橋駅||35.7074166667|139.959083333
西船橋駅||35.7074444444|139.958777778
中目黒駅|railwaystation|35.6443055556|139.699166667
熱海駅||35.1036083333|139.077444444
沖ノ鳥島|isle|20.4256166667|136.081180556
沖ノ鳥島|isle|20.4256166667|136.081180556
南鳥島|isle|24.2866666667|153.980555556
ボスニア・ヘルツェゴビナ|country|44.0|18.0
カリフォルニア州||35.458606|-119.355165
大阪ドーム||34.6693|135.476102778
岸和田市||34.4605277778|135.37075
琵琶湖||35.3333333333|136.166666667
ストックホルム||59.3333333333|18.05
御茶ノ水駅|railwaystation|35.6998611111|139.763888889
御茶ノ水駅|railwaystation|35.7005555556|139.764027778
中野駅 (東京都)|railwaystation|35.7058333333|139.665555556
駒場東大前駅|railwaystation|35.6586111111|139.684444444
トライアスロン||38.2796694444|141.047652778
トライアスロン||38.94605|139.818877778
トライアスロン||35.6291833333|139.774513889
トライアスロン||35.4467222222|139.648527778
トライアスロン||38.2230805556|139.479663889
トライアスロン||34.8206166667|137.222177778
トライアスロン||34.6620305556|135.392586111
トライアスロン||32.4539194444|130.197197222
トライアスロン||24.3344|124.161225
京成上野駅|railwaystation|35.7112222222|139.773555556
新津田沼駅||35.6902222222|140.023611111
馬橋駅|railwaystation|35.8116111111|139.917305556
馬橋駅|railwaystation|35.8120277778|139.917083333
幸谷駅|railwaystation|35.8266111111|139.919888889
小金城趾駅|railwaystation|35.8357222222|139.917361111
鰭ヶ崎駅|railwaystation|35.8410833333|139.910833333
平和台駅 (千葉県)|railwaystation|35.8508333333|139.901111111
流山駅|railwaystation|35.8559444444|139.901694444
北小金駅||35.8334166667|139.931305556
池田屋事件|event|35.0089444444|135.769888889
新松戸駅||35.8254166667|139.921111111
博物館動物園駅|railwaystation|35.7186388889|139.773472222
カリフォルニア大学ロサンゼルス校|landmark|34.0722222222|-118.444097222
高エネルギー加速器研究機構||36.1514277778|140.073944444
アムステルダム||52.367935|4.900364
こどもの国駅 (神奈川県)||35.5583888889|139.486388889
神楽坂駅|railwaystation|35.7038888889|139.734222222
京成稲毛駅||35.6377777778|140.085508333
西登戸駅||35.6175555556|140.102777778
京成千葉駅||35.6116944444|140.114444444
大貫駅|railwaystation|35.2910277778|139.855694444
君津駅|railwaystation|35.3335833333|139.895027778
本千葉駅|railwaystation|35.6011111111|140.120972222
県庁前駅 (千葉県)||35.6036666667|140.122138889
千葉みなと駅|railwaystation|35.6071666667|140.102416667
千葉みなと駅|railwaystation|35.6073888889|140.1025
新木場駅|railwaystation|35.6461111111|139.827361111
新木場駅|railwaystation|35.6459166667|139.826944444
新木場駅|railwaystation|35.6461666667|139.827222222
ダブリン||53.3427777778|-6.26611111111
奥多摩駅|railwaystation|35.8092222222|139.096666667
東松戸駅||35.7698888889|139.942888889
東松戸駅||35.7706111111|139.943805556
方南町駅|railwaystation|35.6834166667|139.657166667
光が丘駅|railwaystation|35.7585|139.628888889
恩田駅||35.5455833333|139.492111111
京王八王子駅|railwaystation|35.6578611111|139.343138889
早稲田駅 (東京地下鉄)|railwaystation|35.7058333333|139.721305556
葛西駅||35.6636111111|139.872694444
総合車両製作所|landmark|35.3358333333|139.618138889
五稜郭||41.7969|140.756961111
札幌ドーム||43.0151277778|141.409772222
欧州中央銀行||50.1094444444|8.67388888889
慈照寺||35.026875|135.79825
新川崎駅||35.5513888889|139.671722222
海浜幕張駅||35.6483333333|140.041861111
国際連合教育科学文化機関|landmark|48.85|2.30611111111
国際労働機関||46.2293888889|6.13427777778
折田先生像|event|35.0250277778|135.780416667
能登空港|airport|37.2933333333|136.962222222
八千代緑が丘駅||35.7287777778|140.073166667
海老名駅|railwaystation|35.4526388889|139.390833333
海老名駅|railwaystation|35.4527777778|139.391388889
海老名駅|railwaystation|35.4543055556|139.389305556
平壌|city|39.031859|125.753765
バンクーバー (ブリティッシュコロンビア州)||49.2666666667|-123.116666667
赤羽駅|railwaystation|35.7780277778|139.720833333
板橋駅||35.7460277778|139.719527778
玉川学園前駅|railwaystation|35.5633333333|139.463333333
成城学園前駅|railwaystation|35.64|139.598888889
茨木駅||34.8153527778|135.562244444
国際通貨基金|landmark|38.9|-77.0441666667
世界銀行||38.8988888889|-77.0425
岐阜市||35.4232777778|136.760583333
鶴川駅|railwaystation|35.5830555556|139.481111111
東海大学前駅|railwaystation|35.3730555556|139.271111111
武蔵境駅|railwaystation|35.7022777778|139.544888889
武蔵境駅|railwaystation|35.7019444444|139.543888889
柿生駅|railwaystation|35.5897222222|139.497777778
猪苗代駅||37.5463138889|140.103077778
川桁駅||37.5356388889|140.136897222
関都駅||37.51565|140.143636111
猪苗代湖畔駅||37.5004944444|140.147513889
上戸駅 (福島県)||37.4880027778|140.163375
中山宿駅||37.4956916667|140.219633333
磐梯熱海駅||37.4808166667|140.270791667
安子ヶ島駅||37.472075|140.310119444
喜久田駅||37.4517|140.34195
翁島駅||37.5528|140.054269444
磐梯町駅|railwaystation|37.5578583333|139.993211111
東長原駅||37.5665944444|139.948022222
広田駅||37.5491777778|139.933205556
戸塚駅|railwaystation|35.4006111111|139.534194444
戸塚駅|railwaystation|35.4009166667|139.534166667
大井町駅|railwaystation|35.6062222222|139.734861111
大井町駅|railwaystation|35.6076388889|139.734722222
大井町駅|railwaystation|35.6074166667|139.734583333
東神奈川駅|railwaystation|35.4779166667|139.633333333
会津若松駅||37.5081055556|139.930238889
府中本町駅|railwaystation|35.6661944444|139.477194444
稲毛海岸駅||35.6295|140.073888889
吉祥寺駅|railwaystation|35.7030555556|139.58
吉祥寺駅|railwaystation|35.7027777778|139.58
高井戸駅|railwaystation|35.6832222222|139.61525
稲荷山公園駅||35.8451444444|139.398402778
狭山市駅||35.8569361111|139.413013889
入間市駅||35.8419861111|139.389541667
片瀬江ノ島駅|railwaystation|35.3088888889|139.483333333
狭山稲荷山公園||35.8468333333|139.397472222
練馬駅|railwaystation|35.7378055556|139.653555556
練馬駅|railwaystation|35.7372222222|139.653611111
聖蹟桜ヶ丘駅|railwaystation|35.6508333333|139.446861111
郡山駅 (福島県)||37.3977777778|140.388333333
新津駅||37.8000388889|139.121194444
慶應義塾大学|edu|35.6491666667|139.742777778
豊島園駅|railwaystation|35.7419444444|139.647944444
豊島園駅|railwaystation|35.7420555556|139.649111111
京成大久保駅||35.6858888889|140.048
京成西船駅||35.7115388889|139.958938889
多摩動物公園駅|railwaystation|35.6490833333|139.404444444
多摩動物公園駅|railwaystation|35.6486111111|139.403694444
ウィルコム|landmark|35.663|139.761222222
川越駅||35.9069916667|139.482894444
稲毛駅|railwaystation|35.6372222222|140.0925
新宿西口駅|railwaystation|35.6933055556|139.699138889
西武新宿駅|railwaystation|35.69625|139.7
七尾市||37.0401388889|136.970416667
七尾市||37.0401388889|136.970416667
カイラス山||31.0666666667|81.3125
多摩境駅||35.6019444444|139.366944444
西大井駅|railwaystation|35.6018055556|139.721805556
東戸塚駅|railwaystation|35.4304722222|139.55675
浜松駅||34.703425|137.734402778
用宗駅||34.9226138889|138.3601
由比駅||35.0972|138.552716667
錦糸町駅|railwaystation|35.6966666667|139.813888889
錦糸町駅|railwaystation|35.6963888889|139.815
両国駅|railwaystation|35.6961111111|139.7925
両国駅|railwaystation|35.6968611111|139.797444444
浅草橋駅|railwaystation|35.6973055556|139.785833333
浅草橋駅|railwaystation|35.6973333333|139.78625
水道橋駅|railwaystation|35.702|139.753611111
水道橋駅|railwaystation|35.7036111111|139.755083333
飯田橋駅|railwaystation|35.7020555556|139.745
飯田橋駅|railwaystation|35.7031666667|139.745833333
市ケ谷駅|railwaystation|35.691|139.735583333
市ケ谷駅|railwaystation|35.6915555556|139.737638889
信濃町駅|railwaystation|35.6800833333|139.72025
千駄ケ谷駅|railwaystation|35.6811666667|139.711444444
ワシントンD.C.||38.8951111111|-77.0366666667
東村山駅||35.7605|139.465833333
ガーラ湯沢駅||36.9508888889|138.799527778
越後湯沢駅||36.9359166667|138.809638889
南柏駅||35.8446111111|139.954138889
亀有駅|railwaystation|35.7666666667|139.847777778
名古屋駅|railwaystation|35.1707722222|136.881602778
名古屋駅||35.1705555556|136.881666667
名古屋駅||35.1688888889|136.882222222
名古屋駅||35.1711111111|136.883888889
リトルワールド||35.3745222222|137.022944444
和光市駅||35.7884722222|139.6125
軽井沢駅||36.3425555556|138.635208333
軽井沢駅||36.3428777778|138.635236111
アウステルリッツの戦い|event|49.1277777778|16.7636111111
荻窪駅|railwaystation|35.7046388889|139.62
荻窪駅|railwaystation|35.7042777778|139.62
成東駅||35.6083888889|140.410833333
カンザス州|adm1st|38.5|-98.0
サンフランシスコ国際空港|airport|37.6188888889|-122.375
志摩スペイン村||34.3618055556|136.844277778
日本社会党||35.67925|139.745305556
品川シーサイド駅||35.6097222222|139.749722222
アドビシステムズ||37.3308333333|-121.893611111
エーゲ海|waterbody|39.0|25.0
ラーワルピンディー||33.6033333333|73.0502777778
阪東橋駅||35.4373611111|139.624888889
社会民主党 (日本 1996-)||35.67925|139.745305556
頤和園|landmark|39.9975|116.2689
西千葉駅|railwaystation|35.6225833333|140.103277778
新検見川駅|railwaystation|35.6518055556|140.073055556
幕張駅|railwaystation|35.6594444444|140.057916667
幕張本郷駅|railwaystation|35.6727777778|140.042222222
幕張本郷駅|railwaystation|35.6726388889|140.042083333
東船橋駅|railwaystation|35.6997222222|140.004166667
203高地||38.8286388889|121.193416667
三ノ輪橋駅|railwaystation|35.7321388889|139.791527778
三ノ輪駅|railwaystation|35.7295277778|139.791305556
西新井駅|railwaystation|35.7772222222|139.790444444
大師前駅||35.7788611111|139.7815
下板橋駅|railwaystation|35.7456666667|139.714861111
カーブル||34.5330555556|69.1661111111
明大前駅|railwaystation|35.6684166667|139.6505
地中海|waterbody|35.0|18.0
朝霞台駅||35.81545|139.587186111
テヘラン||35.6961888889|51.42285
マディーナ||24.4666666667|39.6
日吉駅 (神奈川県)|railwaystation|35.5530555556|139.646777778
日吉駅 (神奈川県)|railwaystation|35.5533333333|139.646805556
元住吉駅||35.5641666667|139.653888889
白金高輪駅|railwaystation|35.6428888889|139.734138889
赤羽岩淵駅||35.7833333333|139.722222222
田浦駅||35.2926944444|139.637638889
横田飛行場|airport|35.7486111111|139.348611111
秦野市||35.3747222222|139.22
田沢湖町|city|39.7001388889|140.730888889
福岡ドーム||33.5953333333|130.362
バグダード||33.3333333333|44.4333333333
神戸市||34.6894444444|135.195555556
三田駅 (東京都)|railwaystation|35.6468888889|139.747222222
柏駅|railwaystation|35.8622222222|139.971055556
柏駅|railwaystation|35.8622222222|139.970555556
豊四季駅||35.8665277778|139.9395
新柏駅||35.8380833333|139.967111111
増尾駅||35.8295555556|139.976694444
逆井駅||35.8232222222|139.983888889
新大塚駅|railwaystation|35.7257777778|139.729916667
春日部駅||35.9799944444|139.752386111
日本橋駅 (東京都)|railwaystation|35.6825277778|139.773694444
茅場町駅|railwaystation|35.6799444444|139.780138889
元町・中華街駅||35.4424166667|139.650472222
南与野駅||35.8674305556|139.631188889
武蔵浦和駅||35.8461138889|139.647966667
野方駅|railwaystation|35.7196666667|139.65275
熊谷駅||36.1396944444|139.389916667
熊谷駅||36.1392777778|139.389527778
北柏駅|railwaystation|35.8756111111|139.988055556
江曽島駅||36.5310972222|139.860847222
おもちゃのまち駅||36.4661416667|139.829502778
森林公園駅 (埼玉県)||36.0452388889|139.374947222
東武宇都宮駅||36.5590666667|139.8804
ザ・モールみずほ16||35.7856944444|139.349472222
宇都宮駅||36.5588944444|139.898347222
橋本駅 (神奈川県)|railwaystation|35.5948611111|139.345
橋本駅 (神奈川県)|railwaystation|35.5947222222|139.344444444
鶴田駅||36.5382527778|139.857825
南新宿駅|railwaystation|35.6834722222|139.698527778
小杉駅 (富山県射水市)||36.7209027778|137.09275
多摩動物公園||35.6497222222|139.402222222
ひばりヶ丘駅||35.7515916667|139.545516667
三鷹の森ジブリ美術館|landmark|35.6962333333|139.570430556
新板橋駅||35.7487777778|139.719611111
西巣鴨駅|railwaystation|35.7435|139.728722222
宇都宮二荒山神社||36.5625|139.885833333
茨城県立取手第二高等学校||35.8915|140.068527778
アップル インコーポレイテッド||37.3316666667|-122.030833333
マーストリヒト||50.85142|5.691331
武蔵小杉駅|railwaystation|35.5766666667|139.659444444
武蔵小杉駅|railwaystation|35.5756944444|139.659722222
屋久島|isle|30.3333333333|130.5
神戸空港||34.6333333333|135.226388889
ユニバーサル・スタジオ・ハリウッド||34.136518|-118.356051
日本共産党||35.6813333333|139.704055556
王子駅|railwaystation|35.7525|139.738111111
王子駅|railwaystation|35.7544444444|139.737333333
王子駅|railwaystation|35.7527222222|139.738277778
小川町駅 (埼玉県)||36.0589027778|139.26079
公明党||35.679|139.721361111
中洲川端駅||33.5949833333|130.406602778
貝塚駅 (福岡県)||33.632175|130.425577778
福岡空港駅||33.5970777778|130.448541667
姪浜駅||33.5837027778|130.325236111
鹿苑寺||35.0394027778|135.729363889
世界貿易機関||46.2238888889|6.14963888889
海上保安大学校|landmark|34.2461666667|132.527111111
神戸大学|edu|34.7263611111|135.235388889
本八幡駅|railwaystation|35.7208333333|139.927361111
本八幡駅|railwaystation|35.7230555556|139.926666667
馬喰横山駅|railwaystation|35.6921111111|139.782777778
銀座一丁目駅|railwaystation|35.6743611111|139.767027778
所沢駅||35.7862|139.473916667
東小金井駅|railwaystation|35.70175|139.524833333
武蔵小金井駅|railwaystation|35.7013333333|139.506444444
押上駅|railwaystation|35.71075|139.812888889
押上駅|railwaystation|35.7101388889|139.813388889
北千住駅||35.7495166667|139.804827778
八王子駅|railwaystation|35.6555555556|139.338888889
国府津駅||35.2808333333|139.212916667
綾瀬駅|railwaystation|35.7621666667|139.825
菊名駅|railwaystation|35.51|139.631388889
菊名駅|railwaystation|35.5097222222|139.630555556
多摩川駅|railwaystation|35.58975|139.668833333
朝日放送||34.6939388889|135.488422222
大東文化大学||35.7821388889|139.667944444
オックスフォード大学|landmark|51.7611111111|-1.25333333333
横浜国立大学||35.474|139.59
仙台市交通局||38.2692722222|140.862455556
くりはら田園鉄道線|railwaystation|38.768825|141.158983333
くりはら田園鉄道線|railwaystation|38.7771944444|141.148111111
くりはら田園鉄道線|railwaystation|38.77475|141.131916667
くりはら田園鉄道線|railwaystation|38.7813055556|141.116111111
くりはら田園鉄道線|railwaystation|38.7853611111|141.105166667
くりはら田園鉄道線|railwaystation|38.7899722222|141.08825
くりはら田園鉄道線|railwaystation|38.7983333333|141.067638889
くりはら田園鉄道線|railwaystation|38.8184166667|141.035722222
くりはら田園鉄道線|railwaystation|38.8274444444|141.022722222
くりはら田園鉄道線|railwaystation|38.8298888889|141.011027778
くりはら田園鉄道線|railwaystation|38.8296111111|140.991861111
くりはら田園鉄道線|railwaystation|38.8248055556|140.986027778
くりはら田園鉄道線|railwaystation|38.8193611111|140.975527778
くりはら田園鉄道線|railwaystation|38.81|140.949027778
くりはら田園鉄道線|railwaystation|38.8071111111|140.925527778
くりはら田園鉄道線|railwaystation|38.8030277778|140.906027778
総合研究大学院大学||35.2610944444|139.608369444
岡山市|landmark|34.7688888889|133.739722222
泉岳寺駅|railwaystation|35.6386944444|139.74
西武球場前駅||35.7704027778|139.418822222
西武遊園地駅|railwaystation|35.766|139.442638889
西武ドーム||35.7685|139.4205
政策研究大学院大学||35.6639444444|139.727277778
高崎競馬場||36.3195|139.022305556
行田市駅|railwaystation|36.1435722222|139.459108333
南多摩駅|railwaystation|35.6490833333|139.489277778
常滑市||34.8865555556|136.832333333
自由が丘駅|railwaystation|35.6075|139.668888889
金沢駅|railwaystation|36.5782777778|136.64775
金沢駅|railwaystation|36.5783333333|136.649666667
十条駅 (東京都)|railwaystation|35.7602777778|139.722222222
プリンストン大学|landmark|40.3486111111|-74.6594444444
スラカルタ||-7.56666666667|110.816666667
羽生駅||36.1703527778|139.534072222
兵庫県南部地震||34.5983333333|135.035
北綾瀬駅||35.7769444444|139.832083333
東浦和駅||35.8641277778|139.704658333
鳩ヶ谷駅||35.8308361111|139.735916667
川口元郷駅||35.8004|139.7303
新井宿駅||35.842975|139.737908333
浜寺公園駅||34.540925|135.444411111
北野田駅||34.523|135.543166667
玉川大学||35.5668611111|139.468083333
府中競馬正門前駅||35.6683333333|139.486111111
名古屋飛行場||35.255|136.924444444
長崎駅 (長崎県)||32.7526444444|129.870827778
長崎駅 (長崎県)||32.7523361111|129.871963889
浦上駅|railwaystation|32.7655888889|129.863536111
浦上駅|railwaystation|32.7655222222|129.864188889
西浦上駅||32.7904694444|129.859008333
明治神宮野球場||35.676|139.716138889
明治神宮野球場||35.6745722222|139.717136111
船橋法典駅||35.73085|139.966569444
大宮市||35.9061111111|139.628333333
生駒駅||34.6931805556|135.698016667
